question_id,segmented_question
b937e255b4e3783d26d402426e6eafa8,"Mức phạt nếu tài_xế xe_khách không chạy đúng tuyến đường , lịch_trình vận_tải"
82cf8f00e52f6bef08fe665e13b70dd5,"Mức phạt người được chở trên xe mô_tô , xe_gắn_máy bám , kéo , đẩy xe khác ?"
48d89d8256bd4f2c73955bcf3ad02dd3,Đỗ xe ô_tô trên dốc không chèn bánh sẽ bị xử_phạt bao_nhiêu ?
04ad87051747e549cc3cd38bd4991dc8,Ai có trách_nhiệm nộp phí thẩm_định nội_dung tài_liệu không kinh_doanh để cấp giấy_phép xuất_bản ?
a87d52d4eb702e670123bb282b7def58,Tổ_chức hội_nghị đối_thoại giữa Chủ_tịch phường với Nhân_dân ở TP HCM được quy_định như_thế_nào ?
8d4d71388c38b2741cafc11b9379d3f8,Thư_ký hành_chính của Hội_đồng đạo_đức nghiên_cứu y_sinh_học được quy_định như_thế_nào ?
e42c2d2fc10b24e83a82476fda3033da,Doanh_thu cho thuê nhà là 88 triệu / năm thì có phải đóng lệ_phí môn_bài ?
af777180cabf5b9ade4794ea92f6647f,Tỷ_lệ nâng bậc lương trước thời_hạn do lập thành_tích xuất_sắc đối_với quân_nhân chuyên_nghiệp được quy_định như_thế_nào ?
ceb40af01a17898b451f57b78723de6a,"Bộ Lao_động TB & XH có trách_nhiệm trong hợp_tác quốc_tế trong lĩnh_vực phòng , chống ma_tuý như_thế_nào ?"
1577337883ccbd1b7ec0cd6e620266b0,Tổ_chức trao_tặng danh_hiệu thi_đua ngành lao_động thương_binh và xã_hội được quy_định như_thế_nào ?
aab3fda030f3cea89cfaa58a095efe3d,"Mức phạt hành_vi để xe_máy ở lòng_đường đô_thị , hè phố trái quy_định"
0e2612f7896f2156cb96b216b3e5a72c,"Từ năm 2020 , ai chi_trả kinh_phí khám_chữa bệnh cho phạm_nhân ?"
3df3b4dda6bffa6ed3403ecb9436858f,Định_nghĩa thu_nhập từ các hoạt_động biểu_diễn của nghệ_sĩ và vận_động_viên theo Hiệp_định tránh đánh thuế hai lần được quy_định như_thế_nào ?
e2f5e5f8450bd6da6a2cb731e7cd93b5,"Cảng_hàng_không , sân_bay căn_cứ được hiểu như_thế_nào ?"
7d30d2c617cc481a2ba2b34ac6e5a708,Điều_khiển xe_máy thành_đoàn gây cản_trở giao_thông bị phạt bao_nhiêu ?
1e9f8719d4c0bcd63e8dcae2d94ee5a9,"Đề_nghị / thông_báo họp_báo của cơ_quan đại_diện nước_ngoài , tổ_chức nước_ngoài tại Việt_Nam được quy_định như_thế_nào ?"
15cf1e23471d118aa07fa5b5984d4e7f,Chi_phí chuyển_đổi doanh_nghiệp nhà_nước tái cơ_cấu thành công_ty cổ_phần được quy_định như_thế_nào ?
9e15a63aa217379912d37bd52b6e7973,Có được đòi lại di_sản thừa_kế mà trước_đây đã từ_chối không ?
332557dce8172c5e921f27022a53af03,Thương_nhân làm dịch_vụ vận_chuyển quá_cảnh hàng_hoá được quy_định như_thế_nào ?
e952c060dc1e3a45ef8dd0903f66be01,Không dịch chứng_từ kế_toán bằng tiếng nước_ngoài ra tiếng Việt phạt bao_nhiêu ?
db3e48ce464070de77dfcd49ab10cf36,Kiểm_soát_viên công_ty TNHH một thành_viên do Nhà_nước nắm giữ 100% vốn_điều_lệ là ai ?
807198641ae4c1a5a4fe597047cdf69f,Hợp_đồng tặng cho bất_động_sản có hiệu_lực từ khi nào ?
55c1356c0b0190aa67c9d02b78487edd,Có được Nhà_nước hỗ_trợ sửa_chữa nhà_tình_nghĩa không ?
2cd9e9ab189da25fe8b85982bac45918,Nguyên_tắc hoạt_động của Hội_đồng tư_vấn chuyên_môn đánh_giá nguyên_nhân tai_biến nặng trong quá_trình sử_dụng vắc_xin được quy_định như_thế_nào ?
c5c4d90a3806737b5ffea4ceeb5052ef,Quy_định về hồ_sơ đề_nghị cấp lại Quyết_định công_nhận lưu_hành giống cây_trồng
b41469385e54e6275786e36c0540d6af,Mức phạt khi điều_khiển xe ô_tô vượt xe tại đoạn đường có biển_báo hiệu có nội_dung cấm vượt
1a5e95abc21338cdfbcaeaa5f2bc48da,Mức phạt hành_vi đầu_tư hoạt_động du_lịch sinh_thái trong rừng_phòng_hộ lập dự_án kinh_doanh không phù_hợp với đề_án được quy_định như_thế_nào ?
73fbc928915cd503cae1cf94cad214b0,Gửi hồ_sơ dự_thảo văn_bản quy_phạm_pháp_luật của Bộ Công_Thương để Vụ Pháp_chế thẩm_định được quy_định như_thế_nào ?
5eac14a00a110eb7568e9fbeadbca1ed,"Khung giám_sát , đánh_giá dự_án đầu_tư trong Bộ Quốc_phòng được quy_định như_thế_nào ?"
826af69d8f1a1ff395987b34a99c64c1,"Những_ai phải nộp phí , lệ_phí ở nước_ngoài trong lĩnh_vực ngoại_giao ?"
d1e530b3f3537e3c8dc7a67948a57455,Việc gia_công chuyển_tiếp hàng_hoá có yếu_tố nước_ngoài được quy_định như_thế_nào ?
f57df5b2ec0802376fa99570e3b2a64a,"Các phương_thức đào_tạo từ xa , tự học có hướng_dẫn bao_gồm những gì ?"
205f301fb8f639e508a3f32fd443a62c,Doanh_nghiệp tư_nhân thì có được giảm vốn hoạt_động hay không ?
83c013ed01a9c0c3e41eab62746d097a,Chị ruột có_thể đại_diện cho người khuyết_tật là em_trai mình làm thủ_tục cấp đổi không ?
6b93ca70c3ef3b604ebc9d102dbe86f7,Thời_lượng đào_tạo cán_bộ làm nhiệm_vụ hỗ_trợ đào_tạo cho doanh_nghiệp nhỏ và vừa được quy_định thế_nào ?
dcada3d73128d8cad49d82128805b981,Làm_sao để không bị xoá đăng_ký thường_trú khi rời khỏi địa_phương lâu ngày ?
4e78e0cdca7e4971aa386ac467c4b641,Tốc_độ tối_đa xe_máy dưới 50cc kể từ ngày 15/10/2019
4c23af7d3276448198528614d1ea9a88,"Phạm_vi thực_hiện đăng_ký , lưu ký , bù_trừ chứng_khoán được quy_định như_thế_nào ?"
8c8583a7fc34fec006bdfe1f65670ab8,Định_biên an_toàn tối_thiểu đối_với một_số trường_hợp đặc_biệt của tàu_biển được quy_định như_thế_nào ?
b39feb68b5e03ec6d3866796b9c2e8e7,Tổ_chức hỗ_trợ khởi_nghiệp đổi_mới sáng_tạo là tổ_chức nào ?
58a09fa15699b6272d7154ab638bc361,Doanh_nghiệp cổ_phần_hoá được hiểu như_thế_nào ?
bdbcc5e2411f413f7a179594d88a5e92,Tự_ý di_chuyển vị_trí biển_báo “ khu_vực biên_giới ” bị phạt thế_nào ?
17d1eb958d6a406fb1d6c23b7d2a7493,"Xử_phạt cơ_sở khám , chữa bệnh không xác_định khuyết_tật bẩm_sinh đối_với trẻ_em sơ_sinh được quy_định như_thế_nào ?"
866c69dc805bb6a0fc76789ef837a01f,Thủ_tục đề_nghị khắc_phục thuốc được chữa bệnh bị thu_hồi được quy_định ra sao ?
7f2e14455587ee189e4653477a0941d2,Trường_hợp nào chạy xe_máy ban_ngày nhưng vẫn phải bật đèn xe ?
5a9165588679a4e03fc8172014747caf,Cho vay nợ không có công_chứng có_thể kiện được không ?
c5b8bf5ebc616ea04d9bcc098847e6e8,Yêu_cầu về nội_dung giáo_dục trung_học_phổ_thông ( cấp 3 ) được quy_định như_thế_nào ?
8546b9e99131313401c1c7d2e8079b1d,"Trách_nhiệm của Hội_đồng_nhân_dân cấp tỉnh trong hỗ_trợ phát_triển thuỷ_lợi nhỏ , thuỷ_lợi nội_đồng và tưới tiên_tiến , tiết_kiệm nước được quy_định như_thế_nào ?"
b54ad518d1aa6668450bc504106fe436,Doanh_nghiệp khởi_nghiệp đổi_mới sáng_tạo là doanh_nghiệp như_thế_nào ?
3e85ee96f6e4c40f5ca9b469114ffa3a,"Quy_định về việc ban_hành bản tin dự_báo , cảnh_báo nắng_nóng được quy_định như_thế_nào ?"
e2e66fe722aa922326e06d251118fd72,"Tài_xế xe ô_tô chở phế_thải không chạy đúng tuyến , phạm_vi , thời_gian quy_định có bị tước bằng lái không ?"
ce5ee01a20ab16c8e4dae6eb0c6caf02,Nguyên_tắc hỗ_trợ và sử_dụng kinh_phí từ nguồn NSNN cho hệ_sinh_thái khởi_nghiệp được quy_định như_thế_nào ?
ed81c19fa2ff34dd191f8f6875c425b8,Nhà_đầu_tư nước_ngoài tham_gia thị_trường_chứng_khoán Việt_Nam thế_nào ?
3293b47ded17e35eab25466a9b8079b8,Mức phạt khi điều_khiển xe ô_tô không lắp đủ bánh lốp theo nghị_định 100/2019 / NĐ-CP ?
e423b42292d82caf5d4d4e9e1619473d,Trường_hợp không xem_xét xác_nhận liệt_sĩ
516c599d17eb55486ce7da5bb586ba60,"Theo quy_định của pháp_luật , khoảnh rừng có diện_tích bao_nhiêu ?"
2eb6f779b247feb63f41a96ee902c9df,Hồ_sơ cấp lại giấy_phép hoạt_động cho cơ_sở KCB thuộc BQP được quy_định như_thế_nào ?
050dfcb6d120e12a81f6520d67bd93bc,"Thủ_tục đóng tạm_thời cảng_hàng_không , sân_bay được quy_định như_thế_nào ?"
5c31c77698687f5990464c76035a5915,Việc kiểm_tra chất_lượng thi_công đề_án đánh_giá khoáng_sản được quy_định như_thế_nào ?
8ee1edadeca5608a9983ba0934302766,"Mức phạt khi không có quy_trình quản_lý , vận_hành , khai_thác , bảo_trì đường_bộ theo quy_định"
7c1e0de8d2ced7912a8e482a40a218df,Thay_đổi thời_hạn thực_hiện dự_án có phải điều_chỉnh giấy chứng_nhận đăng_ký đầu_tư không ?
17fa4b65c97471951ec3c086fe953a97,Không thực_hiện các quy_định về phát bưu_gửi bị phạt bao_nhiêu ?
e0aec8cb9f64137c53d30ec4fdd111dd,Thẩm_quyền chịu trách_nhiệm về nội_dung của hồ_sơ thiết_kế kiến_trúc thuộc về ai ?
df7f9330f601d91bd22969f357c6c240,Thẩm_quyền quyết_định xét tặng danh_hiệu thi_đua khen_thưởng các đơn_vị thuộc Bộ quy_định thế_nào ?
b2ba459e9c0bcbf64e266e3c49903516,"Ứng_dụng công_nghệ_thông_tin trong công_tác thi_đua , khen_thưởng ngành y_tế được quy_định như_thế_nào ?"
e6b68cbf249679e19f5488387282f1fc,NSDLĐ được hỗ_trợ kinh_phí để khám bệnh_nghề_nghiệp cho NLĐ trong trường_hợp nào ?
d9c45954693e1d325b7aab5bc4acc765,Nam có cân nặng 49kg thì có đủ tiêu_chuẩn đăng_ký dự_tuyển vào trường công_an không ?
d23b9c922e830a47453937a3d84026ba,Hình_thức của báo_cáo và cách_thức gửi báo định_kỳ trong hoạt_động xuất_bản được quy_định như_thế_nào ?
914c93622bc33053f1f3a5baa51bda75,Trợ_cấp phục_viên một lần được tính như_thế_nào ?
0966cc350a8a3a343cc747d88c16568a,Mức phạt khi không thực_hiện đúng quy_trình để số_lượng xe ô_tô xếp_hàng chờ lớn hơn 150 xe đến 200 xe
5088b986f14eb276798af58ee04ba161,"Mức phạt khi tập_trung đông người trái_phép , nằm , ngồi trên đường_bộ gây cản_trở giao_thông"
b7b3016690d44635e71e060b4d406c83,Các trường_hợp được miễn chứng_từ chứng_nhận xuất_xứ hàng_hoá theo GSP ?
aa2a714d00de99332c5ad7fcbd9d47e8,Có được chứng_thực phụ_lục văn_bằng tốt_nghiệp đại_học không ?
015c371bb00adb874be4ae34a59b624f,Chạy xe_máy mà trong hơi thở hoặc máu có nồng_độ cồn thì mức phạt thấp nhất là bao_nhiêu ?
32a3669b55078143f7a88f9bb654abbc,"Việc thành_lập , chức_năng , nguyên_tắc làm_việc của Hội_đồng khoa_học chuyên_ngành đánh_giá hồ_sơ đăng_ký lưu_hành chế_phẩm sinh_học quy_định ra sao ?"
be81b738e73996709b393fd49e2af570,Đơn_vị sử_dụng giáo_viên có trách_nhiệm như_thế_nào trong việc nâng chuẩn trình_độ đào_tạo giáo_viên ?
675fd9e99fb6d09031122aa421da99f0,Cấp lại Giấy chứng_nhận dược_liệu đạt GACP trong trường_hợp bị mất hoặc hư_hỏng được quy_định như_thế_nào ?
763e72dbcb45b37f02351729537f6644,Quy_định về tiêu_chuẩn chuyên_môn của thợ kỹ_thuật điện trên tàu_biển được quy_định như_thế_nào ?
240743c398266247fb8236280e1fdcf5,Có bị xoá đăng_ký thường_trú nếu xin thôi quốc_tịch Việt_Nam ?
bd60d451deb63261ea68d1c94a71a438,"Thẩm_quyền lập biên_bản vi_phạm hành_chính trong lĩnh_vực văn_hoá , quảng_cáo được quy_định như_thế_nào ?"
c5be6b7e6d0745bf6057c6b4909b3ca5,Định_nghĩa tổng mức đầu_tư xây_dựng là gì ?
b25647f9b9805dd32cdc19e99128801a,Nếu không có CMND thì khám BHYT phải xuất_trình giấy_tờ gì ?
bc6b296c8495992794424aa8a415b376,"Hộ kinh_doanh vi_phạm hành_chính trong lĩnh_vực dầu_khí , kinh_doanh xăng_dầu và khí thì xử_phạt như_thế_nào ?"
aaa31193a9185bc7289a7ead99870a33,Phạt bao_nhiêu khi chạy xe_máy bị bắn_tốc_độ 18 km/h ?
7208147e9648e93cca3818798973cb9b,Chức_năng cung_cấp thông_tin của lãnh dự danh_dự được quy_định như_thế_nào ?
529605400967cc69572c458232840ca2,Học trung_cấp dược có được làm người giới_thiệu thuốc ?
b778277c7d7f95ae3e517423781cf8ed,Dừng xe_máy trên phần đường xe chạy ở đoạn đường ngoài đô_thị nơi có lề_đường bị phạt bao_nhiêu ?
9732dac81080cedb8dcd9f242984b993,Mức phạt khi lùi xe ô_tô trong hầm đường_bộ
00c7583140aad533cb7d0d5a0dac9155,"Quy_mô hội_chợ , triển_lãm quốc_tế tại Việt_Nam cho sản_phẩm của doanh_nghiệp nước_ngoài có nhu_cầu nhập_khẩu từ Việt_Nam được quy_định như_thế_nào ạ ?"
1c2440dd33f3beda7441f010eccc6eb8,"Thời_hạn điều_tra lại các vụ tai_nạn lao_động , bệnh_nghề_nghiệp bao_lâu ?"
153f6d535477be696393de2b0c12df20,Chính_sách đối_với người lao_động dôi_dư khi chuyển đơn_vị sự_nghiệp công_lập thành công_ty cổ_phần được quy_định như_thế_nào ?
ad17a5ac55d4b12bb807f0b3e66dd709,"Cấp giấy chứng_nhận sử_dụng , chứng_chỉ quản_lý vũ_khí , vật_liệu nổ quân_dụng , công_cụ hỗ_trợ được quy_định như_thế_nào ?"
00c70a6019962d51d32d96622daa64b6,Thời_gian tạm_trú là 02 tháng thì có được đi bầu_cử Đại_biểu HĐND cấp huyện nơi tạm_trú không ?
9b381781f0a818bc450723e2826fac5c,"Người nào có quyền tố_cáo hành_vi vi_phạm của cán_bộ , chiến_sĩ Công_an khi thực_hiện nhiệm_vụ ?"
bcf45bd9659baa0d66ae7b950072d778,Kiểm_sát_viên vắng_mặt thì phiên_toà xét_xử phúc_thẩm vụ án hành_chính có được tiếp_tục không ?
421714d36fce14cb42b181e171f72225,Sở Tài_nguyên và Môi_trường thu phí bảo_vệ môi_trường đối_với nước_thải của những đối_tượng nào ?
a963d464e3efc912b9f4d5de090e26f5,"Phương_thức làm_việc của Hội_đồng xác_định đề_tài , dự_án sản_xuất thử_nghiệm cấp Bộ Y_tế được quy_định như_thế_nào ?"
5857a872dcd2b46d64b7558518ab2b07,Mỗi toà_án được ký hợp_đồng dịch_vụ tống_đạt với bao_nhiêu Văn_phòng Thừa phát lại ?
4fd1454c6813ea64fa3818ca3b48e3a6,Hồ_sơ dự_án khuyến_nông được tiếp_nhận ra sao ?
87af3c9392bc6c7c85252bdc4fd68747,02 đối_tượng hưởng giá cước dịch_vụ viễn_thông công_ích khẩn_cấp được quy_định như_thế_nào ?
de09371060c22dcb67a181cd60c82b0e,Mức phạt khi điều_khiển xe_kéo rơ moóc kéo thêm xe khác là bao_nhiêu ?
0f33bd2e24cadf85ca45467146976a25,Thời_hạn báo_cáo thống_kê ngành tài_chính được quy_định như_thế_nào ?
abc2bbd82ea12a207ede579e725140e5,"Theo quy_định pháp_luật , mẫu_vật các loài động_vật , thực_vật hoang_dã nguy_cấp bao_gồm những gì ?"
7b541d3d650a92aaeb21c17cefe74602,Mức xử_phạt đối_với hành_vi không đăng_ký thay_đổi nội_dung đăng_ký hành_nghề luật_sư với CQNN là bao_nhiêu ?
06506374409bcab7e71028a6fc6d8106,"Bảo_vệ bí_mật nhà_nước ngành văn_hoá , thể_thao , du_lịch trong thông_tin liên_lạc và thông_tin_đại_chúng được quy_định như_thế_nào ?"
c29ce077fd23d82056b776c48d8fa62d,Quỹ_Tích luỹ trả nợ mua trái_phiếu Chính_phủ được quy_định như_thế_nào ?
82ac1f025c9d1d815d5740c54d06f6f0,Quan_hệ giữa Đoàn thanh_tra với người ra quyết_định thanh_tra được quy_định như_thế_nào ?
a6f164cc19e193abe5f0323c807081be,Ứng_dụng công_nghệ_thông_tin trong việc cung_cấp thông_tin được quy_định như_thế_nào ?
f781aba8f899d9e55def28224dd1bc9b,Đốt vàng_mã có bị cấm không và mức xử_lý đối_với hành_vi này ?
e492714e89c323c3da653b430dac254d,Người được hưởng án_treo có được rút hết thời_gian thử_thách không ?
318fdc92b55592e073991f9fd78bedbc,"Làm mất tính_năng , tác_dụng của vũ_khí , công_cụ hỗ_trợ là gì ?"
539cdd0d63e712c30aa9c9ac67b0d22a,"Hệ_thống đào_tạo từ xa , tự học có hướng_dẫn của cơ_sở đào_tạo nghề_nghiệp gồm những gì ?"
78d8d26a82de7006023acc72d3f62710,Việc nộp tiền ký_quỹ đối_với doanh_nghiệp hoạt_động dịch_vụ việc_làm được quy_định như_thế_nào ?
2975385f5935a17954dcab9ccc296b01,Ai có trách_nhiệm nộp lệ_phí cấp giấy_phép nhập_khẩu xuất_bản_phẩm không kinh_doanh ?
42d484727cd29b992647804b84be568b,Mức phạt khi điều_khiển xe ô_tô không chú_ý quan_sát gây tai_nạn giao_thông
9a6236defce2934e46a85e5d4c0e663b,Đấu_thầu hạn_chế trong lựa_chọn nhà_cung_cấp thuốc được quy_định như_thế_nào ?
e818867b9355c9b17d65d89cbe6fde0b,Thoả_thuận về bảo_lãnh được quy_định như_thế_nào ?
ca2dd6b187d41097eea9c5145f0bef93,Có được thuê nhà ở tái định_cư khi bị thu_hồi đất làm đường liên tỉnh hay không ?
0e96227cfe8502a39d8eda2cc880d204,Trách_nhiệm của Cục Đường_thuỷ nội_địa Việt_Nam đối_với nạo_vét vùng nước đường_thuỷ nội_địa kết_hợp thu_hồi sản_phẩm được quy_định như_thế_nào ?
0aba4441497f8b184bb9ddfcf57c08ce,"Điều_khiển xe mô_tô , xe_gắn_máy không có còi bị phạt bao_nhiêu theo nghị_định 100/2019 / NĐ-CP ?"
0bb8e8fe1fbf4ef709266c0e93fd249b,Công_an xã có thẩm_quyền giải_quyết khiếu_nại đối_với hành_vi trái pháp_luật liên_quan đến thi_hành án hình_sự hay không ?
fa136cd9273727e1f693b8325bd635cc,Điều_kiện người nước_ngoài quá_cảnh được vào VN du_lịch và doanh_nghiệp được tổ_chức cho người nước_ngoài quá_cảnh du_lịch VN được quy_định như_thế_nào ?
4f30d50e031ecdaf6a58745e56ec10d8,"Trách_nhiệm của hội_đồng xác_định giá bán tài_sản trên đất , chuyển_nhượng quyền sử_dụng đất theo hình_thức chỉ_định được quy_định như_thế_nào ?"
090882131e28c0efed5d151e49a7e66c,Cấp giấy chứng_nhận quyền sử_dụng đất đối_với quỹ đất đã giải_phóng mặt_bằng thanh_toán cho dự_án BT được quy_định như_thế_nào ?
2ba3c2f3f6b0a79bfb8abc6ea32b6977,Cha_mẹ có được đòi lại nhà_cửa khi đã tặng cho con ?
595bafd9a82547c3200ff8b04aaacdbc,Nguồn kinh_phí thực_hiện nhiệm_vụ tiếp_nhận viện_trợ quốc_tế khẩn_cấp để cứu_trợ và khắc_phục hậu_quả thiên_tai được quy_định như_thế_nào ?
c7c3a01837a73982b17937c0062e0e40,"Nhiệm_vụ của chỉ_huy trưởng chỉ_huy quân_sự bộ , ngành trung_ương trong công_tác quốc_phòng được quy_định như_thế_nào ?"
7ea9dad94f302bb4f801c7e4826de555,Xử_lý trường_hợp hết thời_hạn đăng_ký thực_hiện dự_án đầu_tư có sử_dụng đất mà không có nhà_đầu_tư nào nộp hồ_sơ đăng_ký được quy_định như_thế_nào ?
bb82be461b978c0189ee05a9091a360d,Mức phạt khi điều_khiển xe ô_tô gây tai_nạn giao_thông không dừng lại được quy_định như_thế_nào ?
5a86cb1005b80737e3227fb2eae4f287,Trách_nhiệm cung_cấp thông_tin liên_quan đến tình_hình sử_dụng lao_động của giám_đốc doanh_nghiệp được quy_định như_thế_nào ?
d1e06a8c9995bab2d819abbc1650e4fc,"Quân_nhân chuyên_nghiệp nghỉ_phép , thời_gian đi đường tính vào ngày phép không ?"
4efa7729c8222e9353e60a36ccaec407,Chánh_án Toà_án nhân_dân cấp huyện có thẩm_quyền giải_quyết khiếu_nại đối_với trường_hợp nào ?
c7aae7222056e37bccfd897df1bc275f,Thời_hạn để thực_hiện đăng_ký giao_dịch cổ_phiếu trên hệ_thống giao_dịch UPCOM quy_định như_thế_nào ?
eb7fbc1294ab2f26659838c99e7d4b67,Chính_sách bệnh_binh được giải_quyết ra sao ?
d63ecd07d2f7785ab27536d3e7c55255,Trách_nhiệm của Uỷ_ban_nhân_dân cấp tỉnh nơi có vị_trí nguy_hiểm an_toàn giao_thông đường_sắt được quy_định như_thế_nào ?
a349d1974df7cc472ac2c95352541a2c,"Mức phạt nếu không thực_hiện quy_định về việc thay_đổi họ tên , địa_chỉ người nhận hoặc rút lại bưu_gửi được quy_định như_thế_nào ?"
14b3b09fc368317699a66890364bb403,“ Huân_chương Chiến_công ” hạng nhất thì nhận được bao_nhiêu tiền thưởng ?
c3751118de4c0645cf54a49a10521a38,Mức xử_phạt khi tổ_chức quan_trắc không báo_cáo kết_quả hoạt_động hằng năm cho cơ_quan có thẩm_quyền được quy_định như_thế_nào ?
bbe77e4542d3159e931762d730ac3cac,Bến khách ngang sông được định_nghĩa như_thế_nào ?
d4ffffae86f0fc243911c361efce9a0b,Thời_điểm nào thành_viên hợp danh mới rút được vốn khỏi công_ty ?
87da73f990afcf895808719b6c9bb4b1,Trách_nhiệm báo_cáo và công_bố thông_tin của thành_viên Hội_đồng_quản_trị công_ty đại_chúng được quy_định như_thế_nào ?
710cddd29ec26048b18a2e3050d327ac,Công_dân ở nước_ngoài về Việt_Nam có được đi bầu_cử không ?
4aca1049925abfba9a0a0aab8ec19293,Trách_nhiệm của Phòng Giáo_dục và Đào_tạo về việc lựa_chọn SGK được quy_định như_thế_nào ?
64ca7d60cce9943838399ad13922cfe0,Quy_định về điều_kiện cấp Giấy chứng_nhận khả_năng chuyên_môn thợ kỹ_thuật điện được quy_định như_thế_nào ?
9dc9a96b4eb786f179c2b65efc5f7d4a,Lựa_chọn áp_dụng hệ_thống tài_khoản kế_toán theo Luật Kế_toán 2003 được quy_định như_thế_nào ?
8db8ecec0b6a2cae3718642bfaaeb87c,Cơ_sở giáo_dục có trách_nhiệm gì đối_với chế_độ cử_tuyển ?
98d8dd76cf027548da8ff26fe8c386c9,Thủ_tục thay_đổi đăng_ký giao_dịch cổ_phiếu trên Upcom được quy_định như_thế_nào ?
c0eb4646e39857d61556558b84448911,Thẩm_quyền bổ_nhiệm Phó Thủ_trưởng cơ_quan quản_lý thi_hành án hình_sự thuộc Bộ Công_an được quy_định như_thế_nào ?
b4ad5303fbd84c204f5293f080bc6f3b,Bộ_trưởng BQP có trách_nhiệm gì trong trong việc tổ_chức phong_trào thi_đua của Dân_quân_tự_vệ được quy_định như_thế_nào ?
b712bff33b131e0ba8f2d18746a86769,Ban_hành Chương_trình xây_dựng văn_bản quy_phạm_pháp_luật của Bộ Công_Thương được quy_định như_thế_nào ?
2df7fb8beadbf9f020612c48af06d232,"Quy_định về thẩm_quyền cấp gia_hạn , điều_chỉnh giấy_phép khai_thác nước dưới mặt_đất được quy_định như_thế_nào ?"
1a3e6f3530596b0921f54e65ebd20004,Người bị bị tuyên_bố chết quay về có được đòi tài_sản đã chia rồi không ?
4a72ff7d63653568fb910b8cf69ec3a3,Phạt tiền nếu không thực_hiện đúng về trưng_bày thuốc_lá ?
7843cb0b8ca464225d4976cdfa5bddc8,Tên địa_điểm kinh_doanh bắt_buộc phải có cụm_từ “ Địa_điểm kinh_doanh ” không ?
d97142b6fdb9f07251f43cac696b9df3,Xe ô_tô không giảm tốc_độ và nhường đường khi điều_khiển xe chạy từ trong ngõ sẽ bị xử_phạt bao_nhiêu ?
78e35edafce8a213386020732a8d0970,Mức phạt nếu thi_công công_trình trên đường đô_thị không thực_hiện theo phương_án thi_công
6fa97dca6a6f351e2fa8429e1c572983,"Việc đánh_giá chất_lượng tài_liệu hải_văn , môi_trường không_khí và nước có cách tính điểm trừ như_thế_nào ?"
1b5e219ad02f651a58e75c70970388c9,"Tài_xế xe_khách để người lên , xuống xe khi xe đang chạy bị phạt bao_nhiêu tiền ?"
